Domain,Career,College Name,Tuition Fee (INR),Speciality,Admission Process,State
Animation,VFX Artist,Government Institute of Animation (Uttar Pradesh Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,State University of Animation & Research (Uttar Pradesh),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,National Institute of Technology & Animation (Uttar Pradesh),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Uttar Pradesh
Animation,VFX Artist,Central College of Animation Studies (Uttar Pradesh),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,City School of Animation (Uttar Pradesh),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,Metropolitan Academy of Animation (Uttar Pradesh),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,Apex Institute of Animation (Uttar Pradesh),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,Pioneer College of Professional Studies (Uttar Pradesh),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,St. Xavier College of Animation (Uttar Pradesh),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,Royal Academy of Animation (Uttar Pradesh),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,VFX Artist,Government Institute of Animation (Gujarat Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,State University of Animation & Research (Gujarat),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,National Institute of Technology & Animation (Gujarat),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Gujarat
Animation,VFX Artist,Central College of Animation Studies (Gujarat),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,City School of Animation (Gujarat),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,Metropolitan Academy of Animation (Gujarat),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,Apex Institute of Animation (Gujarat),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,Pioneer College of Professional Studies (Gujarat),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,St. Xavier College of Animation (Gujarat),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,Royal Academy of Animation (Gujarat),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Gujarat
Animation,VFX Artist,Government Institute of Animation (Punjab Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,State University of Animation & Research (Punjab),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,National Institute of Technology & Animation (Punjab),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Punjab
Animation,VFX Artist,Central College of Animation Studies (Punjab),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,City School of Animation (Punjab),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,Metropolitan Academy of Animation (Punjab),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,Apex Institute of Animation (Punjab),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,Pioneer College of Professional Studies (Punjab),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,St. Xavier College of Animation (Punjab),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,Royal Academy of Animation (Punjab),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Punjab
Animation,VFX Artist,Government Institute of Animation (Kerala Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,State University of Animation & Research (Kerala),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,National Institute of Technology & Animation (Kerala),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Kerala
Animation,VFX Artist,Central College of Animation Studies (Kerala),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,City School of Animation (Kerala),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,Metropolitan Academy of Animation (Kerala),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,Apex Institute of Animation (Kerala),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,Pioneer College of Professional Studies (Kerala),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,St. Xavier College of Animation (Kerala),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,Royal Academy of Animation (Kerala),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Kerala
Animation,3D Artist,MAAC (Maya Academy) Mumbai,"3,50,000",Diploma 3D Animation & VFX,MAAC Assessment,Maharashtra
Animation,3D Artist,Arena Animation Mumbai,"3,20,000",VFX & Character Designer,Screening,Maharashtra
Animation,3D Artist,Whistling Woods Animation Mumbai,"15,50,000",B.Sc Animation & Motion Graphics,WWI Entrance,Maharashtra
Animation,3D Artist,FX School Mumbai,"4,80,000",Diploma VFX & 3D Artist,Interview & Portfolio,Maharashtra
Animation,3D Artist,Reliance AIMS Animation Academy Mumbai,"3,60,000",Multimedia Artist,AIMS Test,Maharashtra
Animation,3D Artist,Frameboxx 3D Animation Mumbai,"3,40,000",Motion Graphics & 3D,Frameboxx Test,Maharashtra
Animation,3D Artist,Symbiosis Institute of Design Pune,"17,50,000",B.Des Animation Film Design,SEED Entrance,Maharashtra
Animation,3D Artist,PA Inamdar College of Visual Effects Pune,"2,80,000",B.Sc Animation & VFX,College Test,Maharashtra
Animation,3D Artist,Picasso Animation College Pune,"3,90,000",B.Sc Multimedia & Animator,Picasso Test,Maharashtra
Animation,3D Artist,MIT Institute of Design Pune,"19,00,000",B.Des Animation,MIT DAT,Maharashtra
Animation,3D Artist,Government Institute of Animation (Delhi NCR Main Campus),"1,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,State University of Animation & Research (Delhi NCR),"1,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,National Institute of Technology & Animation (Delhi NCR),"4,50,000",B.Des 3D Modeling & Texturing,JEE Main / JEE Advanced + JoSAA Counselling,Delhi NCR
Animation,3D Artist,Central College of Animation Studies (Delhi NCR),"2,10,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,City School of Animation (Delhi NCR),"3,50,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,Metropolitan Academy of Animation (Delhi NCR),"4,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,Apex Institute of Animation (Delhi NCR),"5,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,Pioneer College of Professional Studies (Delhi NCR),"3,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,St. Xavier College of Animation (Delhi NCR),"2,90,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,Royal Academy of Animation (Delhi NCR),"6,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,3D Artist,Government Institute of Animation (Karnataka Main Campus),"1,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,State University of Animation & Research (Karnataka),"1,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,National Institute of Technology & Animation (Karnataka),"4,50,000",B.Des 3D Modeling & Texturing,JEE Main / JEE Advanced + JoSAA Counselling,Karnataka
Animation,3D Artist,Central College of Animation Studies (Karnataka),"2,10,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,City School of Animation (Karnataka),"3,50,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,Metropolitan Academy of Animation (Karnataka),"4,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,Apex Institute of Animation (Karnataka),"5,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,Pioneer College of Professional Studies (Karnataka),"3,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,St. Xavier College of Animation (Karnataka),"2,90,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,Royal Academy of Animation (Karnataka),"6,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,3D Artist,Government Institute of Animation (Tamil Nadu Main Campus),"1,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,State University of Animation & Research (Tamil Nadu),"1,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,National Institute of Technology & Animation (Tamil Nadu),"4,50,000",B.Des 3D Modeling & Texturing,JEE Main / JEE Advanced + JoSAA Counselling,Tamil Nadu
Animation,3D Artist,Central College of Animation Studies (Tamil Nadu),"2,10,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,City School of Animation (Tamil Nadu),"3,50,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,Metropolitan Academy of Animation (Tamil Nadu),"4,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,Apex Institute of Animation (Tamil Nadu),"5,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,Pioneer College of Professional Studies (Tamil Nadu),"3,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,St. Xavier College of Animation (Tamil Nadu),"2,90,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,Royal Academy of Animation (Tamil Nadu),"6,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,3D Artist,Government Institute of Animation (Telangana Main Campus),"1,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,State University of Animation & Research (Telangana),"1,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,National Institute of Technology & Animation (Telangana),"4,50,000",B.Des 3D Modeling & Texturing,JEE Main / JEE Advanced + JoSAA Counselling,Telangana
Animation,3D Artist,Central College of Animation Studies (Telangana),"2,10,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,City School of Animation (Telangana),"3,50,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,Metropolitan Academy of Animation (Telangana),"4,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,Apex Institute of Animation (Telangana),"5,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,Pioneer College of Professional Studies (Telangana),"3,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,St. Xavier College of Animation (Telangana),"2,90,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,Royal Academy of Animation (Telangana),"6,00,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,Telangana
Animation,3D Artist,Government Institute of Animation (West Bengal Main Campus),"1,20,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,3D Artist,State University of Animation & Research (West Bengal),"1,80,000",B.Des 3D Modeling & Texturing,University Entrance Exam / Merit-based Admission,West Bengal
